filename	target	pointing	location	size_bytes	size_human	format	scan_status	coverage	runs_evidence	result_summary	notes	kind
blc2_2bit_guppi_57432_25545_HIP57328_OFF_0004.0000.raw	HIP57328	OFF	D:/data/raw	4232871936	3.9GB	guppi_raw	SCANNED_PARTIAL	runs\campaigns\2026-09-21_mega\targets\HIP57328_57432_blc2_25217_s3_part0000\scan_off_p0.csv: blocks 0-127, ch 0-63, p0 (14 flagged, 2026-09-21 17:49:17) | runs\campaigns\2026-09-21_mega\targets\HIP57328_57432_blc2_25217_s3_part0000\scan_off_p1.csv: blocks 0-127, ch 0-63, p1 (17 flagged, 2026-09-21 17:56:40) | runs\campaigns\2026-09-21_mega\targets\HIP57328_57432_blc2_25217_s3_part0000\struct_off_p0.csv: blocks None, ch None, pNone (None flagged, 2026-09-21 17:56:41) | runs\campaigns\2026-09-21_mega\targets\HIP57328_57432_blc2_25217_s3_part0000\struct_off_p1.csv: blocks None, ch None, pNone (None flagged, 2026-09-21 17:56:41) | runs\campaigns\2026-09-21_mega\targets\HIP57328_57432_blc2_25217_s3_part0000\sweep\scan_off_p0.csv: blocks 0-127, ch 0,8,16,24,32,40,48,56, p0 (1 flagged, 2026-09-21 13:10:40)	runs\campaigns\2026-09-21_mega\targets\HIP57328_57432_blc2_25217_s3_part0000\scan_off_p0.csv: blocks 0-127, ch 0-63, p0 (14 flagged, 2026-09-21 17:49:17) | runs\campaigns\2026-09-21_mega\targets\HIP57328_57432_blc2_25217_s3_part0000\scan_off_p1.csv: blocks 0-127, ch 0-63, p1 (17 flagged, 2026-09-21 17:56:40) | runs\campaigns\2026-09-21_mega\targets\HIP57328_57432_blc2_25217_s3_part0000\struct_off_p0.csv: blocks None, ch None, pNone (None flagged, 2026-09-21 17:56:41) | runs\campaigns\2026-09-21_mega\targets\HIP57328_57432_blc2_25217_s3_part0000\struct_off_p1.csv: blocks None, ch None, pNone (None flagged, 2026-09-21 17:56:41) | runs\campaigns\2026-09-21_mega\targets\HIP57328_57432_blc2_25217_s3_part0000\sweep\scan_off_p0.csv: blocks 0-127, ch 0,8,16,24,32,40,48,56, p0 (1 flagged, 2026-09-21 13:10:40)			raw_storage
blc2_2bit_guppi_57432_27257_HIP57494_0009.0000.raw	HIP57494	ON	D:/data/raw	4232871936	3.9GB	guppi_raw	SCANNED_PARTIAL	runs\campaigns\2026-09-21_mega\targets\HIP57494_57432_blc2_27257_s9_part0000\scan_on_p0.csv: blocks 0-127, ch 0-63, p0 (20 flagged, 2026-09-21 18:04:23) | runs\campaigns\2026-09-21_mega\targets\HIP57494_57432_blc2_27257_s9_part0000\scan_on_p1.csv: blocks 0-127, ch 0-63, p1 (21 flagged, 2026-09-21 18:11:43) | runs\campaigns\2026-09-21_mega\targets\HIP57494_57432_blc2_27257_s9_part0000\struct_on_p0.csv: blocks None, ch None, pNone (None flagged, 2026-09-21 18:11:43) | runs\campaigns\2026-09-21_mega\targets\HIP57494_57432_blc2_27257_s9_part0000\struct_on_p1.csv: blocks None, ch None, pNone (None flagged, 2026-09-21 18:11:43) | runs\campaigns\2026-09-21_mega\targets\HIP57494_57432_blc2_27257_s9_part0000\xeno.csv: blocks None, ch None, pNone (None flagged, 2026-09-21 18:11:46) | runs\campaigns\2026-09-21_mega\targets\HIP57494_57432_blc2_27257_s9_part0000\sweep\scan_on_p0.csv: blocks 0-127, ch 0,8,16,24,32,40,48,56, p0 (1 flagged, 2026-09-21 13:12:06)	runs\campaigns\2026-09-21_mega\targets\HIP57494_57432_blc2_27257_s9_part0000\scan_on_p0.csv: blocks 0-127, ch 0-63, p0 (20 flagged, 2026-09-21 18:04:23) | runs\campaigns\2026-09-21_mega\targets\HIP57494_57432_blc2_27257_s9_part0000\scan_on_p1.csv: blocks 0-127, ch 0-63, p1 (21 flagged, 2026-09-21 18:11:43) | runs\campaigns\2026-09-21_mega\targets\HIP57494_57432_blc2_27257_s9_part0000\struct_on_p0.csv: blocks None, ch None, pNone (None flagged, 2026-09-21 18:11:43) | runs\campaigns\2026-09-21_mega\targets\HIP57494_57432_blc2_27257_s9_part0000\struct_on_p1.csv: blocks None, ch None, pNone (None flagged, 2026-09-21 18:11:43) | runs\campaigns\2026-09-21_mega\targets\HIP57494_57432_blc2_27257_s9_part0000\xeno.csv: blocks None, ch None, pNone (None flagged, 2026-09-21 18:11:46) | runs\campaigns\2026-09-21_mega\targets\HIP57494_57432_blc2_27257_s9_part0000\sweep\scan_on_p0.csv: blocks 0-127, ch 0,8,16,24,32,40,48,56, p0 (1 flagged, 2026-09-21 13:12:06)			raw_storage
blc2_2bit_guppi_57432_27585_HIP57494_OFF_0010.0000.raw	HIP57494	OFF	D:/data/raw	4232871936	3.9GB	guppi_raw	SCANNED_PARTIAL	runs\campaigns\2026-09-21_mega\targets\HIP57494_57432_blc2_27257_s9_part0000\scan_off_p0.csv: blocks 0-127, ch 0-63, p0 (24 flagged, 2026-09-21 18:04:23) | runs\campaigns\2026-09-21_mega\targets\HIP57494_57432_blc2_27257_s9_part0000\scan_off_p1.csv: blocks 0-127, ch 0-63, p1 (18 flagged, 2026-09-21 18:11:42) | runs\campaigns\2026-09-21_mega\targets\HIP57494_57432_blc2_27257_s9_part0000\struct_off_p0.csv: blocks None, ch None, pNone (None flagged, 2026-09-21 18:11:44) | runs\campaigns\2026-09-21_mega\targets\HIP57494_57432_blc2_27257_s9_part0000\struct_off_p1.csv: blocks None, ch None, pNone (None flagged, 2026-09-21 18:11:44) | runs\campaigns\2026-09-21_mega\targets\HIP57494_57432_blc2_27257_s9_part0000\sweep\scan_off_p0.csv: blocks 0-127, ch 0,8,16,24,32,40,48,56, p0 (4 flagged, 2026-09-21 13:12:06)	runs\campaigns\2026-09-21_mega\targets\HIP57494_57432_blc2_27257_s9_part0000\scan_off_p0.csv: blocks 0-127, ch 0-63, p0 (24 flagged, 2026-09-21 18:04:23) | runs\campaigns\2026-09-21_mega\targets\HIP57494_57432_blc2_27257_s9_part0000\scan_off_p1.csv: blocks 0-127, ch 0-63, p1 (18 flagged, 2026-09-21 18:11:42) | runs\campaigns\2026-09-21_mega\targets\HIP57494_57432_blc2_27257_s9_part0000\struct_off_p0.csv: blocks None, ch None, pNone (None flagged, 2026-09-21 18:11:44) | runs\campaigns\2026-09-21_mega\targets\HIP57494_57432_blc2_27257_s9_part0000\struct_off_p1.csv: blocks None, ch None, pNone (None flagged, 2026-09-21 18:11:44) | runs\campaigns\2026-09-21_mega\targets\HIP57494_57432_blc2_27257_s9_part0000\sweep\scan_off_p0.csv: blocks 0-127, ch 0,8,16,24,32,40,48,56, p0 (4 flagged, 2026-09-21 13:12:06)			raw_storage
blc2_2bit_guppi_57432_29262_HIP57757_0015.0000.raw	HIP57757	ON	D:/data/raw	4232871936	3.9GB	guppi_raw	SCANNED_PARTIAL	runs\campaigns\2026-09-21_mega\targets\HIP57757_57432_blc2_29262_s15_part0000\scan_on_p0.csv: blocks 0-127, ch 0-63, p0 (26 flagged, 2026-09-21 18:19:25) | runs\campaigns\2026-09-21_mega\targets\HIP57757_57432_blc2_29262_s15_part0000\scan_on_p1.csv: blocks 0-127, ch 0-63, p1 (23 flagged, 2026-09-21 18:26:57) | runs\campaigns\2026-09-21_mega\targets\HIP57757_57432_blc2_29262_s15_part0000\struct_on_p0.csv: blocks None, ch None, pNone (None flagged, 2026-09-21 18:26:57) | runs\campaigns\2026-09-21_mega\targets\HIP57757_57432_blc2_29262_s15_part0000\struct_on_p1.csv: blocks None, ch None, pNone (None flagged, 2026-09-21 18:26:58) | runs\campaigns\2026-09-21_mega\targets\HIP57757_57432_blc2_29262_s15_part0000\xeno.csv: blocks None, ch None, pNone (None flagged, 2026-09-21 18:27:00) | runs\campaigns\2026-09-21_mega\targets\HIP57757_57432_blc2_29262_s15_part0000\sweep\scan_on_p0.csv: blocks 0-127, ch 0,8,16,24,32,40,48,56, p0 (3 flagged, 2026-09-21 13:13:32)	runs\campaigns\2026-09-21_mega\targets\HIP57757_57432_blc2_29262_s15_part0000\scan_on_p0.csv: blocks 0-127, ch 0-63, p0 (26 flagged, 2026-09-21 18:19:25) | runs\campaigns\2026-09-21_mega\targets\HIP57757_57432_blc2_29262_s15_part0000\scan_on_p1.csv: blocks 0-127, ch 0-63, p1 (23 flagged, 2026-09-21 18:26:57) | runs\campaigns\2026-09-21_mega\targets\HIP57757_57432_blc2_29262_s15_part0000\struct_on_p0.csv: blocks None, ch None, pNone (None flagged, 2026-09-21 18:26:57) | runs\campaigns\2026-09-21_mega\targets\HIP57757_57432_blc2_29262_s15_part0000\struct_on_p1.csv: blocks None, ch None, pNone (None flagged, 2026-09-21 18:26:58) | runs\campaigns\2026-09-21_mega\targets\HIP57757_57432_blc2_29262_s15_part0000\xeno.csv: blocks None, ch None, pNone (None flagged, 2026-09-21 18:27:00) | runs\campaigns\2026-09-21_mega\targets\HIP57757_57432_blc2_29262_s15_part0000\sweep\scan_on_p0.csv: blocks 0-127, ch 0,8,16,24,32,40,48,56, p0 (3 flagged, 2026-09-21 13:13:32)			raw_storage
blc2_2bit_guppi_57432_29590_HIP57757_OFF_0016.0000.raw	HIP57757	OFF	D:/data/raw	4232871936	3.9GB	guppi_raw	SCANNED_PARTIAL	runs\campaigns\2026-09-21_mega\targets\HIP57757_57432_blc2_29262_s15_part0000\scan_off_p0.csv: blocks 0-127, ch 0-63, p0 (21 flagged, 2026-09-21 18:19:25) | runs\campaigns\2026-09-21_mega\targets\HIP57757_57432_blc2_29262_s15_part0000\scan_off_p1.csv: blocks 0-127, ch 0-63, p1 (25 flagged, 2026-09-21 18:26:57) | runs\campaigns\2026-09-21_mega\targets\HIP57757_57432_blc2_29262_s15_part0000\struct_off_p0.csv: blocks None, ch None, pNone (None flagged, 2026-09-21 18:26:58) | runs\campaigns\2026-09-21_mega\targets\HIP57757_57432_blc2_29262_s15_part0000\struct_off_p1.csv: blocks None, ch None, pNone (None flagged, 2026-09-21 18:26:58) | runs\campaigns\2026-09-21_mega\targets\HIP57757_57432_blc2_29262_s15_part0000\sweep\scan_off_p0.csv: blocks 0-127, ch 0,8,16,24,32,40,48,56, p0 (1 flagged, 2026-09-21 13:13:31)	runs\campaigns\2026-09-21_mega\targets\HIP57757_57432_blc2_29262_s15_part0000\scan_off_p0.csv: blocks 0-127, ch 0-63, p0 (21 flagged, 2026-09-21 18:19:25) | runs\campaigns\2026-09-21_mega\targets\HIP57757_57432_blc2_29262_s15_part0000\scan_off_p1.csv: blocks 0-127, ch 0-63, p1 (25 flagged, 2026-09-21 18:26:57) | runs\campaigns\2026-09-21_mega\targets\HIP57757_57432_blc2_29262_s15_part0000\struct_off_p0.csv: blocks None, ch None, pNone (None flagged, 2026-09-21 18:26:58) | runs\campaigns\2026-09-21_mega\targets\HIP57757_57432_blc2_29262_s15_part0000\struct_off_p1.csv: blocks None, ch None, pNone (None flagged, 2026-09-21 18:26:58) | runs\campaigns\2026-09-21_mega\targets\HIP57757_57432_blc2_29262_s15_part0000\sweep\scan_off_p0.csv: blocks 0-127, ch 0,8,16,24,32,40,48,56, p0 (1 flagged, 2026-09-21 13:13:31)			raw_storage
blc2_2bit_guppi_57432_31271_HIP57866_0021.0000.raw	HIP57866	ON	D:/data/raw	4232871936	3.9GB	guppi_raw	SCANNED_PARTIAL	runs\hip57866_struct.csv: blocks None, ch None, pNone (None flagged, 2026-09-21 09:52:39) | runs\hip_57432_p0.csv: blocks 0-31, ch 0-63, p0 (7 flagged, 2026-09-21 06:33:36)	runs\hip57866_struct.csv: blocks None, ch None, pNone (None flagged, 2026-09-21 09:52:39) | runs\hip_57432_p0.csv: blocks 0-31, ch 0-63, p0 (7 flagged, 2026-09-21 06:33:36)	blocks 0-31 p0: 7 flags; struct pass 2026-09-21: comb=0 nongauss=0 frame=0 on all flags — unstructured threshold flickers, ch40 repeats b28+b31 (weak persistence, no structure).	ON leg only and NO OFF pair exists on disk — cannot be cadence-gated. Host slice (ch20) for python/earth_mirror.py (MIRROR PASS).	raw_storage
blc2_2bit_guppi_57449_40469_HIP78709_0003.0000.raw	HIP78709	ON	D:/data/raw	4232871936	3.9GB	guppi_raw	SCANNED_PARTIAL	runs\campaigns\2026-09-21_mega\targets\HIP78709_57449_blc2_40469_s3_part0000\scan_on_p0.csv: blocks 0-127, ch 0-63, p0 (17 flagged, 2026-09-21 22:33:22) | runs\campaigns\2026-09-21_mega\targets\HIP78709_57449_blc2_40469_s3_part0000\scan_on_p1.csv: blocks 0-127, ch 0-63, p1 (22 flagged, 2026-09-21 22:40:49) | runs\campaigns\2026-09-21_mega\targets\HIP78709_57449_blc2_40469_s3_part0000\struct_on_p0.csv: blocks None, ch None, pNone (None flagged, 2026-09-21 22:40:52) | runs\campaigns\2026-09-21_mega\targets\HIP78709_57449_blc2_40469_s3_part0000\struct_on_p1.csv: blocks None, ch None, pNone (None flagged, 2026-09-21 22:40:52) | runs\campaigns\2026-09-21_mega\targets\HIP78709_57449_blc2_40469_s3_part0000\xeno.csv: blocks None, ch None, pNone (None flagged, 2026-09-21 22:40:54) | runs\campaigns\2026-09-21_mega\targets\HIP78709_57449_blc2_40469_s3_part0000\sweep\scan_on_p0.csv: blocks 0-127, ch 0,8,16,24,32,40,48,56, p0 (3 flagged, 2026-09-21 13:33:27)	runs\campaigns\2026-09-21_mega\targets\HIP78709_57449_blc2_40469_s3_part0000\scan_on_p0.csv: blocks 0-127, ch 0-63, p0 (17 flagged, 2026-09-21 22:33:22) | runs\campaigns\2026-09-21_mega\targets\HIP78709_57449_blc2_40469_s3_part0000\scan_on_p1.csv: blocks 0-127, ch 0-63, p1 (22 flagged, 2026-09-21 22:40:49) | runs\campaigns\2026-09-21_mega\targets\HIP78709_57449_blc2_40469_s3_part0000\struct_on_p0.csv: blocks None, ch None, pNone (None flagged, 2026-09-21 22:40:52) | runs\campaigns\2026-09-21_mega\targets\HIP78709_57449_blc2_40469_s3_part0000\struct_on_p1.csv: blocks None, ch None, pNone (None flagged, 2026-09-21 22:40:52) | runs\campaigns\2026-09-21_mega\targets\HIP78709_57449_blc2_40469_s3_part0000\xeno.csv: blocks None, ch None, pNone (None flagged, 2026-09-21 22:40:54) | runs\campaigns\2026-09-21_mega\targets\HIP78709_57449_blc2_40469_s3_part0000\sweep\scan_on_p0.csv: blocks 0-127, ch 0,8,16,24,32,40,48,56, p0 (3 flagged, 2026-09-21 13:33:27)			raw_storage
blc2_2bit_guppi_57449_40804_HIP78709_OFF_0004.0000.raw	HIP78709	OFF	D:/data/raw	4232871936	3.9GB	guppi_raw	SCANNED_PARTIAL	runs\campaigns\2026-09-21_mega\targets\HIP78709_57449_blc2_40469_s3_part0000\scan_off_p0.csv: blocks 0-127, ch 0-63, p0 (22 flagged, 2026-09-21 22:33:24) | runs\campaigns\2026-09-21_mega\targets\HIP78709_57449_blc2_40469_s3_part0000\scan_off_p1.csv: blocks 0-127, ch 0-63, p1 (26 flagged, 2026-09-21 22:40:51) | runs\campaigns\2026-09-21_mega\targets\HIP78709_57449_blc2_40469_s3_part0000\struct_off_p0.csv: blocks None, ch None, pNone (None flagged, 2026-09-21 22:40:52) | runs\campaigns\2026-09-21_mega\targets\HIP78709_57449_blc2_40469_s3_part0000\struct_off_p1.csv: blocks None, ch None, pNone (None flagged, 2026-09-21 22:40:53) | runs\campaigns\2026-09-21_mega\targets\HIP78709_57449_blc2_40469_s3_part0000\sweep\scan_off_p0.csv: blocks 0-127, ch 0,8,16,24,32,40,48,56, p0 (3 flagged, 2026-09-21 13:33:28)	runs\campaigns\2026-09-21_mega\targets\HIP78709_57449_blc2_40469_s3_part0000\scan_off_p0.csv: blocks 0-127, ch 0-63, p0 (22 flagged, 2026-09-21 22:33:24) | runs\campaigns\2026-09-21_mega\targets\HIP78709_57449_blc2_40469_s3_part0000\scan_off_p1.csv: blocks 0-127, ch 0-63, p1 (26 flagged, 2026-09-21 22:40:51) | runs\campaigns\2026-09-21_mega\targets\HIP78709_57449_blc2_40469_s3_part0000\struct_off_p0.csv: blocks None, ch None, pNone (None flagged, 2026-09-21 22:40:52) | runs\campaigns\2026-09-21_mega\targets\HIP78709_57449_blc2_40469_s3_part0000\struct_off_p1.csv: blocks None, ch None, pNone (None flagged, 2026-09-21 22:40:53) | runs\campaigns\2026-09-21_mega\targets\HIP78709_57449_blc2_40469_s3_part0000\sweep\scan_off_p0.csv: blocks 0-127, ch 0,8,16,24,32,40,48,56, p0 (3 flagged, 2026-09-21 13:33:28)			raw_storage
blc2_2bit_guppi_57449_42556_HIP78775_0009.0000.raw	HIP78775	ON	D:/data/raw	4232871936	3.9GB	guppi_raw	SCANNED_PARTIAL	runs\campaigns\2026-09-21_mega\targets\HIP78775_57449_blc2_42556_s9_part0000\scan_on_p0.csv: blocks 0-127, ch 0-63, p0 (22 flagged, 2026-09-21 22:48:38) | runs\campaigns\2026-09-21_mega\targets\HIP78775_57449_blc2_42556_s9_part0000\scan_on_p1.csv: blocks 0-127, ch 0-63, p1 (23 flagged, 2026-09-21 22:56:39) | runs\campaigns\2026-09-21_mega\targets\HIP78775_57449_blc2_42556_s9_part0000\struct_on_p0.csv: blocks None, ch None, pNone (None flagged, 2026-09-21 22:56:39) | runs\campaigns\2026-09-21_mega\targets\HIP78775_57449_blc2_42556_s9_part0000\struct_on_p1.csv: blocks None, ch None, pNone (None flagged, 2026-09-21 22:56:40) | runs\campaigns\2026-09-21_mega\targets\HIP78775_57449_blc2_42556_s9_part0000\xeno.csv: blocks None, ch None, pNone (None flagged, 2026-09-21 22:56:42) | runs\campaigns\2026-09-21_mega\targets\HIP78775_57449_blc2_42556_s9_part0000\sweep\scan_on_p0.csv: blocks 0-127, ch 0,8,16,24,32,40,48,56, p0 (5 flagged, 2026-09-21 13:34:55)	runs\campaigns\2026-09-21_mega\targets\HIP78775_57449_blc2_42556_s9_part0000\scan_on_p0.csv: blocks 0-127, ch 0-63, p0 (22 flagged, 2026-09-21 22:48:38) | runs\campaigns\2026-09-21_mega\targets\HIP78775_57449_blc2_42556_s9_part0000\scan_on_p1.csv: blocks 0-127, ch 0-63, p1 (23 flagged, 2026-09-21 22:56:39) | runs\campaigns\2026-09-21_mega\targets\HIP78775_57449_blc2_42556_s9_part0000\struct_on_p0.csv: blocks None, ch None, pNone (None flagged, 2026-09-21 22:56:39) | runs\campaigns\2026-09-21_mega\targets\HIP78775_57449_blc2_42556_s9_part0000\struct_on_p1.csv: blocks None, ch None, pNone (None flagged, 2026-09-21 22:56:40) | runs\campaigns\2026-09-21_mega\targets\HIP78775_57449_blc2_42556_s9_part0000\xeno.csv: blocks None, ch None, pNone (None flagged, 2026-09-21 22:56:42) | runs\campaigns\2026-09-21_mega\targets\HIP78775_57449_blc2_42556_s9_part0000\sweep\scan_on_p0.csv: blocks 0-127, ch 0,8,16,24,32,40,48,56, p0 (5 flagged, 2026-09-21 13:34:55)			raw_storage
blc2_2bit_guppi_57449_42902_HIP78775_OFF_0010.0000.raw	HIP78775	OFF	D:/data/raw	4232871936	3.9GB	guppi_raw	SCANNED_PARTIAL	runs\campaigns\2026-09-21_mega\targets\HIP78775_57449_blc2_42556_s9_part0000\scan_off_p0.csv: blocks 0-127, ch 0-63, p0 (24 flagged, 2026-09-21 22:48:36) | runs\campaigns\2026-09-21_mega\targets\HIP78775_57449_blc2_42556_s9_part0000\scan_off_p1.csv: blocks 0-127, ch 0-63, p1 (23 flagged, 2026-09-21 22:56:37) | runs\campaigns\2026-09-21_mega\targets\HIP78775_57449_blc2_42556_s9_part0000\struct_off_p0.csv: blocks None, ch None, pNone (None flagged, 2026-09-21 22:56:40) | runs\campaigns\2026-09-21_mega\targets\HIP78775_57449_blc2_42556_s9_part0000\struct_off_p1.csv: blocks None, ch None, pNone (None flagged, 2026-09-21 22:56:40) | runs\campaigns\2026-09-21_mega\targets\HIP78775_57449_blc2_42556_s9_part0000\sweep\scan_off_p0.csv: blocks 0-127, ch 0,8,16,24,32,40,48,56, p0 (4 flagged, 2026-09-21 13:34:54)	runs\campaigns\2026-09-21_mega\targets\HIP78775_57449_blc2_42556_s9_part0000\scan_off_p0.csv: blocks 0-127, ch 0-63, p0 (24 flagged, 2026-09-21 22:48:36) | runs\campaigns\2026-09-21_mega\targets\HIP78775_57449_blc2_42556_s9_part0000\scan_off_p1.csv: blocks 0-127, ch 0-63, p1 (23 flagged, 2026-09-21 22:56:37) | runs\campaigns\2026-09-21_mega\targets\HIP78775_57449_blc2_42556_s9_part0000\struct_off_p0.csv: blocks None, ch None, pNone (None flagged, 2026-09-21 22:56:40) | runs\campaigns\2026-09-21_mega\targets\HIP78775_57449_blc2_42556_s9_part0000\struct_off_p1.csv: blocks None, ch None, pNone (None flagged, 2026-09-21 22:56:40) | runs\campaigns\2026-09-21_mega\targets\HIP78775_57449_blc2_42556_s9_part0000\sweep\scan_off_p0.csv: blocks 0-127, ch 0,8,16,24,32,40,48,56, p0 (4 flagged, 2026-09-21 13:34:54)			raw_storage
blc2_2bit_guppi_57449_44674_HIP81348_0015.0000.raw	HIP81348	ON	D:/data/raw	4232871936	3.9GB	guppi_raw	SCANNED_PARTIAL	runs\campaigns\2026-09-21_mega\targets\HIP81348_57449_blc2_44674_s15_part0000\scan_on_p0.csv: blocks 0-127, ch 0-63, p0 (15 flagged, 2026-09-21 23:05:54) | runs\campaigns\2026-09-21_mega\targets\HIP81348_57449_blc2_44674_s15_part0000\scan_on_p1.csv: blocks 0-127, ch 0-63, p1 (19 flagged, 2026-09-21 23:15:48) | runs\campaigns\2026-09-21_mega\targets\HIP81348_57449_blc2_44674_s15_part0000\struct_on_p0.csv: blocks None, ch None, pNone (None flagged, 2026-09-21 23:15:49) | runs\campaigns\2026-09-21_mega\targets\HIP81348_57449_blc2_44674_s15_part0000\struct_on_p1.csv: blocks None, ch None, pNone (None flagged, 2026-09-21 23:15:49) | runs\campaigns\2026-09-21_mega\targets\HIP81348_57449_blc2_44674_s15_part0000\xeno.csv: blocks None, ch None, pNone (None flagged, 2026-09-21 23:15:56) | runs\campaigns\2026-09-21_mega\targets\HIP81348_57449_blc2_44674_s15_part0000\sweep\scan_on_p0.csv: blocks 0-127, ch 0,8,16,24,32,40,48,56, p0 (2 flagged, 2026-09-21 13:36:22)	runs\campaigns\2026-09-21_mega\targets\HIP81348_57449_blc2_44674_s15_part0000\scan_on_p0.csv: blocks 0-127, ch 0-63, p0 (15 flagged, 2026-09-21 23:05:54) | runs\campaigns\2026-09-21_mega\targets\HIP81348_57449_blc2_44674_s15_part0000\scan_on_p1.csv: blocks 0-127, ch 0-63, p1 (19 flagged, 2026-09-21 23:15:48) | runs\campaigns\2026-09-21_mega\targets\HIP81348_57449_blc2_44674_s15_part0000\struct_on_p0.csv: blocks None, ch None, pNone (None flagged, 2026-09-21 23:15:49) | runs\campaigns\2026-09-21_mega\targets\HIP81348_57449_blc2_44674_s15_part0000\struct_on_p1.csv: blocks None, ch None, pNone (None flagged, 2026-09-21 23:15:49) | runs\campaigns\2026-09-21_mega\targets\HIP81348_57449_blc2_44674_s15_part0000\xeno.csv: blocks None, ch None, pNone (None flagged, 2026-09-21 23:15:56) | runs\campaigns\2026-09-21_mega\targets\HIP81348_57449_blc2_44674_s15_part0000\sweep\scan_on_p0.csv: blocks 0-127, ch 0,8,16,24,32,40,48,56, p0 (2 flagged, 2026-09-21 13:36:22)			raw_storage
blc2_2bit_guppi_57449_45015_HIP81348_OFF_0016.0000.raw	HIP81348	OFF	D:/data/raw	4232871936	3.9GB	guppi_raw	SCANNED_PARTIAL	runs\campaigns\2026-09-21_mega\targets\HIP81348_57449_blc2_44674_s15_part0000\scan_off_p0.csv: blocks 0-127, ch 0-63, p0 (16 flagged, 2026-09-21 23:05:56) | runs\campaigns\2026-09-21_mega\targets\HIP81348_57449_blc2_44674_s15_part0000\scan_off_p1.csv: blocks 0-127, ch 0-63, p1 (15 flagged, 2026-09-21 23:15:48) | runs\campaigns\2026-09-21_mega\targets\HIP81348_57449_blc2_44674_s15_part0000\struct_off_p0.csv: blocks None, ch None, pNone (None flagged, 2026-09-21 23:15:51) | runs\campaigns\2026-09-21_mega\targets\HIP81348_57449_blc2_44674_s15_part0000\struct_off_p1.csv: blocks None, ch None, pNone (None flagged, 2026-09-21 23:15:52) | runs\campaigns\2026-09-21_mega\targets\HIP81348_57449_blc2_44674_s15_part0000\sweep\scan_off_p0.csv: blocks 0-127, ch 0,8,16,24,32,40,48,56, p0 (3 flagged, 2026-09-21 13:36:20)	runs\campaigns\2026-09-21_mega\targets\HIP81348_57449_blc2_44674_s15_part0000\scan_off_p0.csv: blocks 0-127, ch 0-63, p0 (16 flagged, 2026-09-21 23:05:56) | runs\campaigns\2026-09-21_mega\targets\HIP81348_57449_blc2_44674_s15_part0000\scan_off_p1.csv: blocks 0-127, ch 0-63, p1 (15 flagged, 2026-09-21 23:15:48) | runs\campaigns\2026-09-21_mega\targets\HIP81348_57449_blc2_44674_s15_part0000\struct_off_p0.csv: blocks None, ch None, pNone (None flagged, 2026-09-21 23:15:51) | runs\campaigns\2026-09-21_mega\targets\HIP81348_57449_blc2_44674_s15_part0000\struct_off_p1.csv: blocks None, ch None, pNone (None flagged, 2026-09-21 23:15:52) | runs\campaigns\2026-09-21_mega\targets\HIP81348_57449_blc2_44674_s15_part0000\sweep\scan_off_p0.csv: blocks 0-127, ch 0,8,16,24,32,40,48,56, p0 (3 flagged, 2026-09-21 13:36:20)			raw_storage
